ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
13307,2023-06-10 00:27:35,Panne matérielle,Midi sujet religion.,Faible,Résolu,Equipe Sécurité
13308,2022-10-12 05:53:43,Intrusion,Malade poser droit ensemble.,Faible,Ouvert,Equipe Support
13309,2023-12-18 12:25:40,Panne matérielle,Vieux accepter absence taille habiter.,Faible,Ouvert,Equipe Support
13310,2023-12-10 15:19:32,Panne matérielle,Fait enfin besoin depuis.,Moyenne,Résolu,Equipe Réseau
13311,2024-03-22 02:15:05,Intrusion,Dehors silence afin de surtout remettre.,Élevée,En cours,Equipe Réseau
13312,2023-07-30 03:40:28,Intrusion,Direction musique but accuser.,Moyenne,En cours,Equipe Support
13313,2024-07-10 19:04:42,Intrusion,Table penser résistance.,Moyenne,Ouvert,Equipe Réseau
13314,2024-01-02 05:12:17,Autre,Seigneur créer confondre courir beauté près.,Moyenne,Ouvert,Equipe Support
13315,2023-03-09 06:05:39,Défaillance logicielle,Lèvre servir papier saint oreille.,Élevée,Ouvert,Equipe Support
13316,2024-03-24 12:04:29,Autre,Chanter dépasser expliquer étage éternel terme.,Élevée,En cours,Equipe Support
13317,2023-12-02 22:19:26,Défaillance logicielle,Remplir capable pousser qui enfance plusieurs.,Faible,En cours,Equipe Support
13318,2023-09-24 18:03:59,Autre,Rue bataille abandonner précipiter pauvre passion.,Faible,En cours,Equipe Sécurité
13319,2023-12-16 05:07:18,Panne matérielle,Escalier posséder général recevoir.,Faible,Ouvert,Equipe Sécurité
13320,2023-01-09 15:25:51,Défaillance logicielle,Fois quant à courage.,Moyenne,Résolu,Equipe Réseau
13321,2024-04-10 00:20:38,Défaillance logicielle,Hors absolument éprouver.,Faible,Résolu,Equipe Support
13322,2024-03-03 01:16:03,Panne matérielle,Ouvrir simplement apparence grain confiance.,Faible,Ouvert,Equipe Réseau
13323,2023-08-03 20:02:27,Panne matérielle,Nature lever espace départ amener dimanche.,Élevée,En cours,Equipe Réseau
13324,2023-09-05 22:55:08,Intrusion,Mener naissance puissance prévenir me.,Moyenne,Résolu,Equipe Réseau
13325,2022-08-19 08:16:06,Autre,Commencer maison précipiter qualité attendre.,Élevée,Résolu,Equipe Réseau
13326,2024-06-29 20:12:57,Intrusion,Juge libre plusieurs chambre être.,Faible,Ouvert,Equipe Réseau
13327,2024-06-04 10:55:22,Panne matérielle,Couche ne public.,Faible,En cours,Equipe Réseau
13328,2024-02-24 03:40:12,Défaillance logicielle,Sans vie présenter.,Moyenne,En cours,Equipe Support
13329,2022-10-06 14:54:33,Panne matérielle,Remplir aujourd'hui encore problème bon.,Faible,Ouvert,Equipe Support
13330,2024-03-17 07:17:51,Intrusion,Revoir chute compagnie vide mort cacher.,Moyenne,Ouvert,Equipe Sécurité
13331,2023-05-04 08:47:11,Intrusion,Propos voyager annoncer être expliquer.,Faible,Ouvert,Equipe Support
13332,2023-11-27 01:58:33,Intrusion,Chien supposer rapidement.,Élevée,Ouvert,Equipe Sécurité
13333,2024-03-25 07:52:51,Défaillance logicielle,Habiter douleur détail vieux cent genou pas.,Faible,Ouvert,Equipe Réseau
13334,2022-08-08 03:26:33,Panne matérielle,Aider chaise oreille envoyer être sueur.,Moyenne,En cours,Equipe Support
13335,2023-10-10 14:06:24,Défaillance logicielle,Course tard train trésor.,Élevée,En cours,Equipe Support
13336,2023-08-09 06:39:57,Défaillance logicielle,Moins paysage quel réflexion cruel.,Faible,Ouvert,Equipe Support
13337,2024-01-07 16:46:30,Intrusion,Sauvage sûr remarquer mériter.,Faible,Ouvert,Equipe Support
13338,2024-03-09 00:34:19,Panne matérielle,Yeux parfois suivant.,Élevée,Résolu,Equipe Support
13339,2023-03-02 09:08:03,Autre,Accepter près année plaine résistance été.,Faible,Ouvert,Equipe Sécurité
13340,2023-11-10 22:38:47,Intrusion,Faveur réveiller dont nez.,Faible,Ouvert,Equipe Réseau
13341,2023-02-13 01:32:15,Panne matérielle,Porter profiter officier possible pluie.,Faible,Ouvert,Equipe Réseau
13342,2024-02-27 21:54:06,Défaillance logicielle,Voile campagne remonter beau partager couler.,Faible,En cours,Equipe Réseau
13343,2024-06-22 15:22:24,Panne matérielle,Près poche joindre trembler juste.,Faible,En cours,Equipe Réseau
13344,2023-11-05 12:38:25,Défaillance logicielle,Foi partie classe arme grand.,Faible,En cours,Equipe Sécurité
13345,2024-06-17 08:52:37,Intrusion,Soutenir service absolu liberté.,Faible,Ouvert,Equipe Sécurité
13346,2023-07-06 16:50:36,Autre,Tirer après loi précipiter agiter.,Faible,Ouvert,Equipe Réseau
13347,2023-03-09 21:17:36,Intrusion,Forme recueillir ouvrage.,Moyenne,Résolu,Equipe Support
13348,2024-06-01 16:14:30,Défaillance logicielle,Vouloir tourner tromper durer plan tempête.,Faible,Résolu,Equipe Support
13349,2024-03-21 15:45:20,Intrusion,Donc extraordinaire presser autrefois armer se.,Faible,Résolu,Equipe Réseau
13350,2024-06-08 03:08:49,Autre,Femme briser joli même.,Élevée,En cours,Equipe Support
13351,2024-02-13 06:39:22,Panne matérielle,Baisser magnifique recherche.,Faible,Résolu,Equipe Support
13352,2023-03-03 07:18:28,Autre,Choisir tromper gros.,Élevée,Ouvert,Equipe Sécurité
13353,2023-09-12 00:35:08,Intrusion,Flot calmer rouler.,Faible,Ouvert,Equipe Support
13354,2024-06-10 05:33:32,Intrusion,Un arracher élément.,Élevée,Résolu,Equipe Réseau
13355,2023-08-02 14:43:33,Défaillance logicielle,Jeter certainement fine mais besoin assurer.,Moyenne,En cours,Equipe Support
13356,2023-09-15 17:59:09,Autre,Sombre réfléchir que tel.,Faible,En cours,Equipe Sécurité
13357,2023-11-29 23:17:19,Autre,Blond espèce lettre recherche réflexion avancer.,Faible,Ouvert,Equipe Réseau
13358,2023-08-28 06:34:12,Intrusion,Dieu pitié machine fait fête.,Moyenne,Ouvert,Equipe Sécurité
13359,2023-07-15 19:53:57,Panne matérielle,Rideau étendre livre jeune écarter tant.,Faible,Résolu,Equipe Support
13360,2023-11-14 19:46:12,Intrusion,Occasion honneur autour surtout.,Élevée,En cours,Equipe Réseau
13361,2023-01-01 01:43:15,Intrusion,Par de chemise sueur naturel position.,Faible,Ouvert,Equipe Support
13362,2024-03-10 16:33:43,Intrusion,Fuir soulever portier.,Élevée,Ouvert,Equipe Support
13363,2024-04-10 04:00:16,Intrusion,Travers si occasion.,Moyenne,Résolu,Equipe Sécurité
13364,2024-05-16 17:48:04,Panne matérielle,Contraire alors me race.,Moyenne,Résolu,Equipe Support
13365,2024-01-27 04:19:32,Panne matérielle,Preuve menacer encore souvenir pourquoi appuyer.,Moyenne,Ouvert,Equipe Sécurité
13366,2023-08-17 02:28:31,Intrusion,Regard tenir suivant jusque.,Moyenne,Résolu,Equipe Support
13367,2023-03-19 09:14:13,Défaillance logicielle,Ombre nord puissance paysage.,Faible,En cours,Equipe Support
13368,2023-07-15 00:58:01,Autre,Saint se tapis étranger plein réclamer.,Élevée,En cours,Equipe Sécurité
13369,2024-04-27 09:12:58,Intrusion,Colline drame garçon fier devoir en.,Élevée,Résolu,Equipe Réseau
13370,2023-12-01 16:29:34,Défaillance logicielle,Puissance surprendre retirer dans mari paix.,Élevée,Ouvert,Equipe Sécurité
13371,2024-04-02 13:04:11,Intrusion,Prix bois prouver bureau jambe habiller.,Faible,Ouvert,Equipe Support
13372,2022-08-20 05:48:15,Défaillance logicielle,Voix raison écouter danser.,Moyenne,Ouvert,Equipe Sécurité
13373,2023-05-29 04:52:57,Autre,Sorte détruire toile clef curieux.,Faible,En cours,Equipe Support
13374,2022-11-04 18:14:43,Panne matérielle,Après professeur secours prière imaginer salut.,Moyenne,Ouvert,Equipe Sécurité
13375,2022-08-28 04:44:49,Panne matérielle,Respect figurer demain autre.,Moyenne,En cours,Equipe Réseau
13376,2024-03-28 06:52:00,Autre,Tête palais large.,Élevée,Résolu,Equipe Support
13377,2024-06-09 16:15:51,Défaillance logicielle,Seigneur cependant droite assez posséder assez.,Faible,En cours,Equipe Réseau
13378,2023-08-04 14:36:08,Panne matérielle,Traiter relation inquiéter épais ci.,Élevée,Ouvert,Equipe Support
13379,2023-03-28 13:38:07,Panne matérielle,Train toi dominer.,Élevée,Ouvert,Equipe Réseau
13380,2023-03-04 22:24:29,Autre,Animer peur amener.,Faible,Résolu,Equipe Support
13381,2023-04-18 00:44:24,Intrusion,Respecter puissant charge vers prison.,Moyenne,En cours,Equipe Réseau
13382,2022-11-27 13:48:53,Autre,Juge signe poids bord.,Élevée,Ouvert,Equipe Support
13383,2022-10-23 00:38:06,Intrusion,Ajouter ruine odeur montagne unique.,Élevée,Résolu,Equipe Sécurité
13384,2022-12-15 19:25:19,Autre,Perdu vendre pendant mien façon.,Élevée,Ouvert,Equipe Réseau
13385,2024-07-15 01:15:33,Défaillance logicielle,Chercher réduire suffire place mériter nom.,Moyenne,En cours,Equipe Réseau
13386,2024-03-01 10:57:50,Autre,Aile près étaler brûler.,Élevée,Résolu,Equipe Support
13387,2024-02-18 08:50:45,Intrusion,D'Autres pont atteindre celui prononcer autre.,Moyenne,Résolu,Equipe Support
13388,2023-12-28 17:23:49,Panne matérielle,Semblable arme tôt chose bruit.,Faible,Résolu,Equipe Réseau
13389,2023-05-16 22:37:30,Défaillance logicielle,Coup soi terme présent toujours danger question.,Moyenne,Ouvert,Equipe Sécurité
13390,2023-02-10 17:08:41,Défaillance logicielle,Séparer autant hiver inventer.,Faible,Ouvert,Equipe Sécurité
13391,2023-04-26 15:24:17,Intrusion,Enlever avance muet chien appeler.,Élevée,En cours,Equipe Réseau
13392,2023-06-17 22:45:50,Intrusion,Quelque très ni.,Faible,Ouvert,Equipe Réseau
13393,2023-06-21 19:17:51,Intrusion,Noire profond songer.,Élevée,En cours,Equipe Support
13394,2023-10-27 07:08:58,Intrusion,Fatiguer établir quartier femme.,Faible,Résolu,Equipe Réseau
13395,2022-10-16 03:18:19,Intrusion,Rencontrer hier journée lisser pleurer.,Faible,Résolu,Equipe Sécurité
13396,2024-04-18 06:48:24,Intrusion,Chaleur sauver personne danser demain.,Moyenne,Résolu,Equipe Sécurité
13397,2023-04-07 20:17:14,Défaillance logicielle,Sur général scène simple compter effacer.,Faible,Ouvert,Equipe Support
13398,2024-05-30 12:05:35,Défaillance logicielle,Profiter riche branche.,Élevée,Résolu,Equipe Sécurité
13399,2023-03-15 04:53:29,Panne matérielle,Machine deux sentiment soi aussi instinct.,Moyenne,Résolu,Equipe Réseau
13400,2024-05-16 05:30:42,Intrusion,Désormais d'abord contenir perte.,Élevée,Ouvert,Equipe Support
13401,2023-07-06 09:22:43,Panne matérielle,Autorité tant chance derrière cheval.,Moyenne,Ouvert,Equipe Réseau
13402,2022-09-29 16:41:34,Intrusion,Société quartier début ensuite payer journée.,Moyenne,Résolu,Equipe Support
13403,2023-09-11 15:31:46,Autre,Regretter voici car vision erreur confier.,Moyenne,En cours,Equipe Sécurité
13404,2023-09-26 22:11:20,Défaillance logicielle,Marier se résoudre de.,Moyenne,En cours,Equipe Support
13405,2024-03-25 06:30:10,Défaillance logicielle,Jeunesse sauvage politique vue pauvre suivant.,Élevée,Résolu,Equipe Réseau
13406,2023-08-15 12:55:56,Intrusion,Valeur secret preuve porte bord.,Moyenne,Résolu,Equipe Support
13407,2024-02-19 00:44:55,Panne matérielle,Pénétrer cependant somme monter épaule terreur.,Faible,En cours,Equipe Sécurité
13408,2023-09-12 20:21:38,Intrusion,Bouche habiller maintenir rentrer gauche aucun.,Faible,En cours,Equipe Réseau
13409,2023-12-23 08:10:59,Intrusion,Crier tête aider tour.,Moyenne,Ouvert,Equipe Réseau
13410,2023-08-07 14:02:04,Défaillance logicielle,Dresser perdu approcher envelopper.,Faible,En cours,Equipe Sécurité
13411,2023-12-12 13:00:36,Intrusion,Saint type désert action siècle service.,Faible,En cours,Equipe Sécurité
13412,2024-04-05 07:07:36,Autre,Posséder pendant sien.,Faible,Ouvert,Equipe Support
13413,2023-05-08 03:12:22,Intrusion,Derrière valoir un président image journal.,Faible,En cours,Equipe Support
13414,2024-03-08 16:39:22,Défaillance logicielle,Père officier prison.,Moyenne,Résolu,Equipe Réseau
13415,2022-09-10 10:16:19,Panne matérielle,Devant casser casser.,Faible,En cours,Equipe Réseau
13416,2023-04-10 21:20:10,Panne matérielle,Plante ignorer doux.,Élevée,Résolu,Equipe Réseau
13417,2023-08-15 20:42:19,Autre,Rideau chance oreille projet douter liberté.,Élevée,Ouvert,Equipe Réseau
13418,2023-11-27 19:20:45,Panne matérielle,Mauvais classe faute interroger chercher.,Élevée,En cours,Equipe Réseau
13419,2023-08-06 06:55:01,Panne matérielle,Sonner observer part personne.,Élevée,En cours,Equipe Réseau
13420,2024-01-26 04:07:59,Autre,Vraiment pont classe.,Moyenne,En cours,Equipe Sécurité
13421,2024-04-13 18:59:15,Défaillance logicielle,Présent paysage mur.,Moyenne,Résolu,Equipe Réseau
13422,2024-03-17 14:21:43,Autre,Saint chiffre repas soin course essayer.,Élevée,Résolu,Equipe Sécurité
13423,2022-09-10 08:33:25,Intrusion,Décrire plus falloir.,Moyenne,En cours,Equipe Sécurité
13424,2022-10-23 21:13:19,Autre,Passer douleur autrefois demain si souffrance.,Élevée,En cours,Equipe Réseau
13425,2022-09-28 10:19:19,Intrusion,Bois seconde malgré importance lèvre.,Élevée,Ouvert,Equipe Réseau
13426,2024-03-10 16:50:00,Panne matérielle,Exemple aller grave garçon valeur aider.,Élevée,Ouvert,Equipe Support
13427,2023-07-12 07:59:25,Panne matérielle,Tache lourd immense garder qualité.,Élevée,En cours,Equipe Support
13428,2022-10-22 03:24:20,Intrusion,Lorsque léger après présent.,Moyenne,Résolu,Equipe Sécurité
13429,2023-01-06 13:11:21,Intrusion,Perdre avant assurer sec moitié.,Élevée,Résolu,Equipe Sécurité
13430,2023-07-08 16:25:57,Intrusion,Argent mariage trait serrer que cerveau.,Faible,En cours,Equipe Réseau
13431,2023-03-22 16:10:59,Intrusion,Genre colline trou.,Élevée,Ouvert,Equipe Réseau
13432,2023-10-22 00:29:59,Intrusion,Ou réserver autrement guère.,Moyenne,En cours,Equipe Réseau
13433,2023-10-12 15:32:30,Défaillance logicielle,Rentrer vérité rien.,Moyenne,Ouvert,Equipe Support
13434,2024-05-21 15:58:03,Intrusion,Père complètement instinct somme compter écraser.,Moyenne,Ouvert,Equipe Support
13435,2022-09-10 10:19:30,Défaillance logicielle,Engager vieillard ailleurs prévenir histoire.,Élevée,En cours,Equipe Réseau
13436,2024-07-01 02:39:49,Panne matérielle,Calmer oeil baisser souhaiter.,Faible,En cours,Equipe Réseau
13437,2023-09-14 06:40:02,Panne matérielle,Causer tu lueur soldat.,Faible,En cours,Equipe Support
13438,2023-04-02 05:20:45,Intrusion,Complètement courage circonstance.,Moyenne,Ouvert,Equipe Sécurité
13439,2022-12-13 12:55:28,Intrusion,Frapper donner plein nature.,Moyenne,Ouvert,Equipe Sécurité
13440,2022-09-01 21:28:49,Panne matérielle,Désespoir puis noir race seuil.,Élevée,Ouvert,Equipe Réseau
13441,2023-02-25 04:44:20,Intrusion,Acte content scène société d'autres.,Moyenne,Résolu,Equipe Sécurité
13442,2024-07-04 16:19:28,Défaillance logicielle,Remercier chien toute dur.,Moyenne,En cours,Equipe Réseau
13443,2022-10-26 16:38:08,Défaillance logicielle,Lutte eaux tromper large dernier gauche.,Élevée,Résolu,Equipe Sécurité
13444,2024-02-24 06:23:01,Panne matérielle,Tout justice tant l'une car.,Faible,Ouvert,Equipe Réseau
13445,2023-11-25 17:40:55,Autre,Continuer amener éclairer.,Élevée,Ouvert,Equipe Support
13446,2023-06-06 21:21:43,Panne matérielle,Abri fortune retourner théâtre pousser cheveu.,Moyenne,Ouvert,Equipe Sécurité
13447,2023-11-30 20:54:39,Défaillance logicielle,Fils ville sommet.,Moyenne,Ouvert,Equipe Sécurité
13448,2024-02-07 04:08:18,Autre,Lire mentir quelque enfoncer le croiser.,Élevée,En cours,Equipe Sécurité
13449,2023-12-13 15:58:28,Défaillance logicielle,Intéresser maintenant lutter.,Faible,En cours,Equipe Support
13450,2024-02-26 10:55:48,Défaillance logicielle,Terme révolution pourtant mourir demeurer.,Faible,En cours,Equipe Support
13451,2022-11-18 18:28:48,Panne matérielle,Chute confiance occasion.,Faible,Ouvert,Equipe Sécurité
13452,2022-09-17 14:17:42,Défaillance logicielle,Roi avenir sommeil réponse tant.,Moyenne,Ouvert,Equipe Support
13453,2023-04-13 22:32:34,Panne matérielle,Accrocher franchir vol parmi rapide dominer.,Faible,Ouvert,Equipe Support
13454,2024-06-15 04:50:16,Intrusion,Femme éviter rang accomplir terrain blond.,Élevée,Ouvert,Equipe Support
13455,2024-02-14 19:12:11,Autre,Folie seconde remplacer tourner honneur.,Moyenne,Ouvert,Equipe Support
13456,2023-09-21 11:28:43,Autre,Construire matin haut lueur fumer.,Faible,Ouvert,Equipe Réseau
13457,2024-01-09 20:11:25,Intrusion,Pas obéir religion.,Élevée,En cours,Equipe Sécurité
13458,2023-01-11 06:24:44,Panne matérielle,Moyen où plein rassurer.,Faible,Résolu,Equipe Support
13459,2023-03-14 00:00:56,Autre,Escalier rêver droit essayer haut.,Faible,En cours,Equipe Sécurité
13460,2023-08-06 15:10:31,Autre,Rang réduire enfin.,Faible,En cours,Equipe Réseau
13461,2024-01-08 02:29:36,Intrusion,Note creuser malgré.,Moyenne,En cours,Equipe Sécurité
13462,2022-09-28 05:52:27,Intrusion,Tellement descendre âge.,Élevée,Ouvert,Equipe Support
13463,2022-10-21 14:50:23,Autre,Dormir mort debout projet montrer cri.,Élevée,Résolu,Equipe Support
13464,2022-10-09 09:30:14,Panne matérielle,Prouver intérieur faux peur autant.,Moyenne,En cours,Equipe Support
13465,2023-11-06 20:26:23,Autre,Vide dehors arrière simplement.,Élevée,En cours,Equipe Réseau
13466,2022-11-08 23:48:18,Défaillance logicielle,Possible apparaître avoir cent côte remarquer.,Moyenne,Ouvert,Equipe Réseau
13467,2023-07-12 07:14:32,Défaillance logicielle,Peser remplir diriger route attention.,Faible,Ouvert,Equipe Sécurité
13468,2023-09-01 03:56:35,Intrusion,Malade froid dehors.,Élevée,Résolu,Equipe Sécurité
13469,2024-07-25 11:32:53,Autre,Faim arrière appuyer.,Moyenne,En cours,Equipe Sécurité
13470,2022-12-07 16:00:12,Intrusion,Retrouver visage dernier coin.,Faible,Ouvert,Equipe Sécurité
13471,2024-01-28 13:22:18,Autre,Lumière lequel ignorer bruit terre contenir.,Faible,Ouvert,Equipe Réseau
13472,2023-06-09 09:51:32,Panne matérielle,Tempête faible accorder.,Faible,Ouvert,Equipe Sécurité
13473,2024-01-29 02:45:20,Intrusion,Attirer douleur voyager commun joue atteindre.,Élevée,Résolu,Equipe Réseau
13474,2023-01-16 13:32:34,Autre,Peur marcher présent se apercevoir.,Faible,En cours,Equipe Sécurité
13475,2024-04-26 13:27:00,Panne matérielle,Feuille dernier direction simplement droit.,Élevée,En cours,Equipe Réseau
13476,2023-04-03 18:05:36,Panne matérielle,Enfermer beau enlever nu.,Élevée,En cours,Equipe Support
13477,2022-11-02 12:41:12,Autre,Admettre bruit rond presque ordre aspect.,Moyenne,Résolu,Equipe Support
13478,2022-08-08 14:59:36,Défaillance logicielle,Valeur saison bureau.,Faible,En cours,Equipe Support
13479,2023-06-20 10:52:34,Intrusion,Enfant danser queue sûr.,Faible,En cours,Equipe Réseau
13480,2022-12-03 13:18:10,Intrusion,Fin vin combat supérieur réflexion parole.,Élevée,Ouvert,Equipe Sécurité
13481,2024-05-04 12:01:57,Défaillance logicielle,Reprendre souvent sept acheter.,Faible,Résolu,Equipe Réseau
